GenerationDepth,TaskId,Algorithm,Strategy,SolutionLength,StatesVisited,StatesProcessed,MaxTreeLevel,DurationInMiliseconds
1,1,astr,hamm,1,2,3,1,9
1,1,astr,manh,1,2,3,1,4
1,1,bd,astrmanhastrmanh,1,2,5,1,7
1,1,bd,bfsrdulbfslurd,1,2,5,1,12
1,1,bfs,drlu,1,2,3,1,6
1,1,bfs,drul,1,2,3,1,6
1,1,bfs,ludr,1,4,10,1,6
1,1,bfs,lurd,1,4,10,1,6
1,1,bfs,rdlu,1,2,3,1,6
1,1,bfs,rdul,1,2,3,1,10
1,1,bfs,uldr,1,4,10,1,6
1,1,bfs,ulrd,1,4,10,1,6
1,1,dfs,drlu,1,2,3,1,6
1,1,dfs,drul,1,2,3,1,6
1,1,dfs,ludr,25,73,275,25,6
1,1,dfs,lurd,25,187,883,25,7
1,1,dfs,rdlu,1,2,3,1,6
1,1,dfs,rdul,1,2,3,1,6
1,1,dfs,uldr,25,202,921,25,7
1,1,dfs,ulrd,25,48,208,25,7
1,2,astr,hamm,1,2,3,1,4
1,2,astr,manh,1,2,3,1,4
1,2,bd,astrmanhastrmanh,1,2,5,1,5
1,2,bd,bfsrdulbfslurd,1,2,5,1,7
1,2,bfs,drlu,1,2,3,1,6
1,2,bfs,drul,1,2,3,1,6
1,2,bfs,ludr,1,4,10,1,6
1,2,bfs,lurd,1,4,10,1,6
1,2,bfs,rdlu,1,2,3,1,8
1,2,bfs,rdul,1,2,3,1,6
1,2,bfs,uldr,1,4,10,1,6
1,2,bfs,ulrd,1,4,10,1,6
1,2,dfs,drlu,1,2,3,1,6
1,2,dfs,drul,1,2,3,1,6
1,2,dfs,ludr,25,48,208,25,6
1,2,dfs,lurd,25,202,921,25,7
1,2,dfs,rdlu,1,2,3,1,6
1,2,dfs,rdul,1,2,3,1,6
1,2,dfs,uldr,25,187,883,25,7
1,2,dfs,ulrd,25,73,275,25,6
2,1,astr,hamm,2,3,6,2,5
2,1,astr,manh,2,3,6,2,5
2,1,bd,astrmanhastrmanh,2,4,11,2,6
2,1,bd,bfsrdulbfslurd,2,4,11,1,7
2,1,bfs,drlu,2,5,12,2,11
2,1,bfs,drul,2,5,12,2,6
2,1,bfs,ludr,2,10,30,2,7
2,1,bfs,lurd,2,10,30,2,6
2,1,bfs,rdlu,2,5,12,2,6
2,1,bfs,rdul,2,5,12,2,6
2,1,bfs,uldr,2,10,30,2,6
2,1,bfs,ulrd,2,10,30,2,6
2,1,dfs,drlu,2,3,6,2,6
2,1,dfs,drul,2,3,6,2,6
2,1,dfs,ludr,24,255,1457,25,8
2,1,dfs,lurd,24,290,2152,25,8
2,1,dfs,rdlu,2,3,6,2,6
2,1,dfs,rdul,2,3,6,2,6
2,1,dfs,uldr,24,413,2862,25,8
2,1,dfs,ulrd,24,111,540,25,9
2,2,astr,hamm,2,3,7,2,4
2,2,astr,manh,2,3,7,2,4
2,2,bd,astrmanhastrmanh,2,4,12,2,6
2,2,bd,bfsrdulbfslurd,2,4,12,1,7
2,2,bfs,drlu,2,8,23,2,6
2,2,bfs,drul,2,8,23,2,6
2,2,bfs,ludr,2,15,46,2,6
2,2,bfs,lurd,2,13,41,2,6
2,2,bfs,rdlu,2,6,18,2,6
2,2,bfs,rdul,2,6,18,2,6
2,2,bfs,uldr,2,15,46,2,6
2,2,bfs,ulrd,2,13,41,2,6
2,2,dfs,drlu,24,32,143,25,7
2,2,dfs,drul,24,57,236,25,6
2,2,dfs,ludr,24,160,757,25,7
2,2,dfs,lurd,24,382,2728,25,8
2,2,dfs,rdlu,2,3,7,2,6
2,2,dfs,rdul,2,3,7,2,6
2,2,dfs,uldr,24,387,2740,25,9
2,2,dfs,ulrd,24,155,745,25,7
2,3,astr,hamm,2,3,7,2,4
2,3,astr,manh,2,3,7,2,6
2,3,bd,astrmanhastrmanh,2,4,12,2,6
2,3,bd,bfsrdulbfslurd,2,4,12,1,8
2,3,bfs,drlu,2,6,18,2,7
2,3,bfs,drul,2,6,18,2,6
2,3,bfs,ludr,2,13,41,2,6
2,3,bfs,lurd,2,15,46,2,6
2,3,bfs,rdlu,2,8,23,2,6
2,3,bfs,rdul,2,8,23,2,6
2,3,bfs,uldr,2,13,41,2,6
2,3,bfs,ulrd,2,15,46,2,6
2,3,dfs,drlu,2,3,7,2,6
2,3,dfs,drul,2,3,7,2,6
2,3,dfs,ludr,24,155,745,25,7
2,3,dfs,lurd,24,387,2740,25,9
2,3,dfs,rdlu,24,57,236,25,7
2,3,dfs,rdul,24,32,143,25,6
2,3,dfs,uldr,24,382,2728,25,8
2,3,dfs,ulrd,24,160,757,25,9
2,4,astr,hamm,2,3,6,2,4
2,4,astr,manh,2,3,6,2,5
2,4,bd,astrmanhastrmanh,2,4,11,2,5
2,4,bd,bfsrdulbfslurd,2,6,18,2,8
2,4,bfs,drlu,2,5,12,2,6
2,4,bfs,drul,2,5,12,2,6
2,4,bfs,ludr,2,10,30,2,6
2,4,bfs,lurd,2,10,30,2,6
2,4,bfs,rdlu,2,5,12,2,6
2,4,bfs,rdul,2,5,12,2,6
2,4,bfs,uldr,2,10,30,2,6
2,4,bfs,ulrd,2,10,30,2,6
2,4,dfs,drlu,2,3,6,2,7
2,4,dfs,drul,2,3,6,2,6
2,4,dfs,ludr,24,111,540,25,7
2,4,dfs,lurd,24,413,2862,25,8
2,4,dfs,rdlu,2,3,6,2,6
2,4,dfs,rdul,2,3,6,2,6
2,4,dfs,uldr,24,290,2152,25,8
2,4,dfs,ulrd,24,255,1457,25,7
3,1,astr,hamm,3,4,8,3,4
3,1,astr,manh,3,4,8,3,5
3,1,bd,astrmanhastrmanh,3,6,16,3,5
3,1,bd,bfsrdulbfslurd,3,6,16,2,7
3,1,bfs,drlu,3,8,22,3,6
3,1,bfs,drul,3,8,22,3,6
3,1,bfs,ludr,3,17,54,3,6
3,1,bfs,lurd,3,17,54,3,6
3,1,bfs,rdlu,3,8,22,3,6
3,1,bfs,rdul,3,8,22,3,6
3,1,bfs,uldr,3,17,54,3,6
3,1,bfs,ulrd,3,17,54,3,6
3,1,dfs,drlu,3,4,8,3,6
3,1,dfs,drul,3,4,8,3,6
3,1,dfs,ludr,25,202,920,25,7
3,1,dfs,lurd,25,48,207,25,7
3,1,dfs,rdlu,3,4,8,3,6
3,1,dfs,rdul,3,4,8,3,6
3,1,dfs,uldr,25,202,920,25,7
3,1,dfs,ulrd,25,48,207,25,7
3,2,astr,hamm,3,4,10,3,4
3,2,astr,manh,3,4,10,3,5
3,2,bd,astrmanhastrmanh,3,6,18,3,5
3,2,bd,bfsrdulbfslurd,3,10,33,2,7
3,2,bfs,drlu,3,23,68,3,7
3,2,bfs,drul,3,23,68,3,6
3,2,bfs,ludr,3,35,104,3,6
3,2,bfs,lurd,3,28,84,3,6
3,2,bfs,rdlu,3,16,48,3,6
3,2,bfs,rdul,3,16,48,3,6
3,2,bfs,uldr,3,35,104,3,6
3,2,bfs,ulrd,3,28,84,3,6
3,2,dfs,drlu,25,104,452,25,6
3,2,dfs,drul,25,132,689,25,7
3,2,dfs,ludr,25,122,488,25,6
3,2,dfs,lurd,25,140,707,25,8
3,2,dfs,rdlu,3,4,10,3,6
3,2,dfs,rdul,3,4,10,3,7
3,2,dfs,uldr,25,195,896,25,7
3,2,dfs,ulrd,25,63,255,25,6
3,3,astr,hamm,3,4,11,3,4
3,3,astr,manh,3,4,11,3,5
3,3,bd,astrmanhastrmanh,3,6,19,3,5
3,3,bd,bfsrdulbfslurd,3,10,33,2,7
3,3,bfs,drlu,3,18,53,3,6
3,3,bfs,drul,3,18,53,3,6
3,3,bfs,ludr,3,32,95,3,6
3,3,bfs,lurd,3,33,99,3,6
3,3,bfs,rdlu,3,19,57,3,6
3,3,bfs,rdul,3,19,57,3,6
3,3,bfs,uldr,3,32,95,3,6
3,3,bfs,ulrd,3,33,99,3,6
3,3,dfs,drlu,25,16,91,25,6
3,3,dfs,drul,25,27,120,25,7
3,3,dfs,ludr,25,117,476,25,6
3,3,dfs,lurd,25,147,722,25,7
3,3,dfs,rdlu,25,172,855,25,8
3,3,dfs,rdul,25,50,232,25,6
3,3,dfs,uldr,25,190,884,25,7
3,3,dfs,ulrd,25,70,270,25,6
3,4,astr,hamm,3,4,11,3,4
3,4,astr,manh,3,4,11,3,5
3,4,bd,astrmanhastrmanh,3,6,19,3,6
3,4,bd,bfsrdulbfslurd,3,10,33,2,7
3,4,bfs,drlu,3,21,62,3,6
3,4,bfs,drul,3,21,62,3,6
3,4,bfs,ludr,3,35,104,3,7
3,4,bfs,lurd,3,30,90,3,6
3,4,bfs,rdlu,3,16,48,3,6
3,4,bfs,rdul,3,16,48,3,6
3,4,bfs,uldr,3,35,104,3,7
3,4,bfs,ulrd,3,30,90,3,6
3,4,dfs,drlu,25,53,235,25,6
3,4,dfs,drul,25,175,858,25,7
3,4,dfs,ludr,25,73,273,25,6
3,4,dfs,lurd,25,187,881,25,7
3,4,dfs,rdlu,3,4,11,3,6
3,4,dfs,rdul,3,4,11,3,6
3,4,dfs,uldr,25,150,725,25,7
3,4,dfs,ulrd,25,114,473,25,6
3,5,astr,hamm,3,5,12,3,5
3,5,astr,manh,3,5,12,3,5
3,5,bd,astrmanhastrmanh,3,6,17,2,5
3,5,bd,bfsrdulbfslurd,3,10,30,2,7
3,5,bfs,drlu,3,17,53,3,6
3,5,bfs,drul,3,13,39,3,6
3,5,bfs,ludr,3,22,69,3,6
3,5,bfs,lurd,3,22,69,3,6
3,5,bfs,rdlu,3,17,53,3,6
3,5,bfs,rdul,3,13,39,3,6
3,5,bfs,uldr,3,18,55,3,6
3,5,bfs,ulrd,3,18,55,3,6
3,5,dfs,drlu,25,15,88,25,6
3,5,dfs,drul,25,26,117,25,7
3,5,dfs,ludr,25,238,1621,25,7
3,5,dfs,lurd,25,857,9149,25,13
3,5,dfs,rdlu,25,15,85,25,7
3,5,dfs,rdul,25,26,114,25,7
3,5,dfs,uldr,25,190,886,25,7
3,5,dfs,ulrd,25,71,272,25,7
3,6,astr,hamm,3,4,11,3,4
3,6,astr,manh,3,4,11,3,5
3,6,bd,astrmanhastrmanh,3,4,13,2,5
3,6,bd,bfsrdulbfslurd,3,8,25,2,7
3,6,bfs,drlu,3,16,48,3,6
3,6,bfs,drul,3,16,48,3,6
3,6,bfs,ludr,3,30,90,3,7
3,6,bfs,lurd,3,35,104,3,6
3,6,bfs,rdlu,3,21,62,3,6
3,6,bfs,rdul,3,21,62,3,6
3,6,bfs,uldr,3,30,90,3,6
3,6,bfs,ulrd,3,35,104,3,6
3,6,dfs,drlu,3,4,11,3,6
3,6,dfs,drul,3,4,11,3,6
3,6,dfs,ludr,25,114,473,25,7
3,6,dfs,lurd,25,150,725,25,7
3,6,dfs,rdlu,25,175,858,25,7
3,6,dfs,rdul,25,53,235,25,6
3,6,dfs,uldr,25,187,881,25,7
3,6,dfs,ulrd,25,73,273,25,6
3,7,astr,hamm,3,4,11,3,4
3,7,astr,manh,3,4,11,3,5
3,7,bd,astrmanhastrmanh,3,4,13,2,5
3,7,bd,bfsrdulbfslurd,3,8,26,2,8
3,7,bfs,drlu,3,19,57,3,6
3,7,bfs,drul,3,19,57,3,6
3,7,bfs,ludr,3,33,99,3,6
3,7,bfs,lurd,3,32,95,3,6
3,7,bfs,rdlu,3,18,53,3,6
3,7,bfs,rdul,3,18,53,3,6
3,7,bfs,uldr,3,33,99,3,6
3,7,bfs,ulrd,3,32,95,3,11
3,7,dfs,drlu,25,50,232,25,6
3,7,dfs,drul,25,172,855,25,7
3,7,dfs,ludr,25,70,270,25,6
3,7,dfs,lurd,25,190,884,25,9
3,7,dfs,rdlu,25,27,120,25,6
3,7,dfs,rdul,25,16,91,25,6
3,7,dfs,uldr,25,147,722,25,7
3,7,dfs,ulrd,25,117,476,25,6
3,8,astr,hamm,3,4,10,3,4
3,8,astr,manh,3,4,10,3,5
3,8,bd,astrmanhastrmanh,3,4,12,2,5
3,8,bd,bfsrdulbfslurd,3,8,23,2,8
3,8,bfs,drlu,3,13,39,3,6
3,8,bfs,drul,3,17,53,3,6
3,8,bfs,ludr,3,18,55,3,6
3,8,bfs,lurd,3,18,55,3,6
3,8,bfs,rdlu,3,13,39,3,6
3,8,bfs,rdul,3,17,53,3,6
3,8,bfs,uldr,3,22,69,3,6
3,8,bfs,ulrd,3,22,69,3,6
3,8,dfs,drlu,25,26,114,25,6
3,8,dfs,drul,25,15,85,25,6
3,8,dfs,ludr,25,71,272,25,6
3,8,dfs,lurd,25,190,886,25,7
3,8,dfs,rdlu,25,26,117,25,6
3,8,dfs,rdul,25,15,88,25,6
3,8,dfs,uldr,25,857,9149,25,14
3,8,dfs,ulrd,25,238,1621,25,7
3,9,astr,hamm,3,4,10,3,5
3,9,astr,manh,3,4,10,3,5
3,9,bd,astrmanhastrmanh,3,4,12,2,5
3,9,bd,bfsrdulbfslurd,3,6,19,2,7
3,9,bfs,drlu,3,16,48,3,7
3,9,bfs,drul,3,16,48,3,6
3,9,bfs,ludr,3,28,84,3,6
3,9,bfs,lurd,3,35,104,3,6
3,9,bfs,rdlu,3,23,68,3,6
3,9,bfs,rdul,3,23,68,3,6
3,9,bfs,uldr,3,28,84,3,6
3,9,bfs,ulrd,3,35,104,3,6
3,9,dfs,drlu,3,4,10,3,6
3,9,dfs,drul,3,4,10,3,6
3,9,dfs,ludr,25,63,255,25,6
3,9,dfs,lurd,25,195,896,25,7
3,9,dfs,rdlu,25,132,689,25,7
3,9,dfs,rdul,25,104,452,25,7
3,9,dfs,uldr,25,140,707,25,7
3,9,dfs,ulrd,25,122,488,25,7
3,10,astr,hamm,3,4,8,3,4
3,10,astr,manh,3,4,8,3,5
3,10,bd,astrmanhastrmanh,3,4,10,2,5
3,10,bd,bfsrdulbfslurd,3,6,16,2,7
3,10,bfs,drlu,3,8,22,3,6
3,10,bfs,drul,3,8,22,3,6
3,10,bfs,ludr,3,17,54,3,13
3,10,bfs,lurd,3,17,54,3,6
3,10,bfs,rdlu,3,8,22,3,6
3,10,bfs,rdul,3,8,22,3,6
3,10,bfs,uldr,3,17,54,3,6
3,10,bfs,ulrd,3,17,54,3,6
3,10,dfs,drlu,3,4,8,3,6
3,10,dfs,drul,3,4,8,3,6
3,10,dfs,ludr,25,48,207,25,7
3,10,dfs,lurd,25,202,920,25,7
3,10,dfs,rdlu,3,4,8,3,6
3,10,dfs,rdul,3,4,8,3,6
3,10,dfs,uldr,25,48,207,25,6
3,10,dfs,ulrd,25,202,920,25,7
4,1,astr,hamm,4,5,11,4,4
4,1,astr,manh,4,5,11,4,5
4,1,bd,astrmanhastrmanh,4,6,16,3,5
4,1,bd,bfsrdulbfslurd,4,12,37,2,8
4,1,bfs,drlu,4,42,127,4,6
4,1,bfs,drul,4,42,127,4,6
4,1,bfs,ludr,4,56,174,4,7
4,1,bfs,lurd,4,39,125,4,9
4,1,bfs,rdlu,4,25,78,4,6
4,1,bfs,rdul,4,25,78,4,6
4,1,bfs,uldr,4,56,174,4,6
4,1,bfs,ulrd,4,39,125,4,6
4,1,dfs,drlu,24,1075,14582,25,17
4,1,dfs,drul,24,1247,21797,25,23
4,1,dfs,ludr,24,413,2862,25,8
4,1,dfs,lurd,24,111,540,25,7
4,1,dfs,rdlu,4,5,11,4,6
4,1,dfs,rdul,4,5,11,4,10
4,1,dfs,uldr,24,413,2862,25,8
4,1,dfs,ulrd,24,111,540,25,7
4,2,astr,hamm,4,5,13,4,5
4,2,astr,manh,4,5,13,4,5
4,2,bd,astrmanhastrmanh,4,6,18,3,5
4,2,bd,bfsrdulbfslurd,4,12,37,2,9
4,2,bfs,drlu,4,32,98,4,6
4,2,bfs,drul,4,32,98,4,6
4,2,bfs,ludr,4,51,157,4,7
4,2,bfs,lurd,4,49,154,4,7
4,2,bfs,rdlu,4,30,95,4,7
4,2,bfs,rdul,4,30,95,4,7
4,2,bfs,uldr,4,51,157,4,7
4,2,bfs,ulrd,4,49,154,4,6
4,2,dfs,drlu,24,219,1319,25,8
4,2,dfs,drul,24,274,2078,25,8
4,2,dfs,ludr,24,396,2778,25,8
4,2,dfs,lurd,24,140,690,25,7
4,2,dfs,rdlu,24,1729,29197,25,27
4,2,dfs,rdul,24,415,4809,25,10
4,2,dfs,uldr,24,396,2778,25,8
4,2,dfs,ulrd,24,140,690,25,7
4,3,astr,hamm,4,5,14,4,4
4,3,astr,manh,4,5,14,4,5
4,3,bd,astrmanhastrmanh,4,6,19,3,5
4,3,bd,bfsrdulbfslurd,4,12,40,2,7
4,3,bfs,drlu,4,56,164,4,6
4,3,bfs,drul,4,56,164,4,6
4,3,bfs,ludr,4,73,222,4,8
4,3,bfs,lurd,4,53,164,4,6
4,3,bfs,rdlu,4,36,106,4,6
4,3,bfs,rdul,4,36,106,4,7
4,3,bfs,uldr,4,73,222,4,6
4,3,bfs,ulrd,4,53,164,4,6
4,3,dfs,drlu,24,636,7016,25,14
4,3,dfs,drul,24,1624,27823,25,26
4,3,dfs,ludr,24,255,1455,25,7
4,3,dfs,lurd,24,290,2150,25,8
4,3,dfs,rdlu,4,5,14,4,7
4,3,dfs,rdul,4,5,14,4,6
4,3,dfs,uldr,24,348,2428,25,8
4,3,dfs,ulrd,24,197,1177,25,7
4,4,astr,hamm,4,5,14,4,4
4,4,astr,manh,4,10,27,4,5
4,4,bd,astrmanhastrmanh,4,14,41,4,5
4,4,bd,bfsrdulbfslurd,4,18,56,3,7
4,4,bfs,drlu,4,61,186,4,6
4,4,bfs,drul,4,48,148,4,6
4,4,bfs,ludr,4,61,180,4,7
4,4,bfs,lurd,4,61,180,4,6
4,4,bfs,rdlu,4,61,186,4,6
4,4,bfs,rdul,4,48,148,4,6
4,4,bfs,uldr,4,48,142,4,7
4,4,bfs,ulrd,4,48,142,4,6
4,4,dfs,drlu,24,219,1317,25,9
4,4,dfs,drul,24,274,2076,25,8
4,4,dfs,ludr,24,652,7154,25,11
4,4,dfs,lurd,24,1640,27897,25,29
4,4,dfs,rdlu,24,312,2226,25,8
4,4,dfs,rdul,24,182,1039,25,7
4,4,dfs,uldr,24,396,2781,25,8
4,4,dfs,ulrd,24,140,693,25,7
4,5,astr,hamm,4,5,14,4,5
4,5,astr,manh,4,5,14,4,5
4,5,bd,astrmanhastrmanh,4,6,19,3,6
4,5,bd,bfsrdulbfslurd,4,12,37,2,8
4,5,bfs,drlu,4,27,83,4,13
4,5,bfs,drul,4,27,83,4,6
4,5,bfs,ludr,4,48,148,4,9
4,5,bfs,lurd,4,54,169,4,6
4,5,bfs,rdlu,4,33,104,4,7
4,5,bfs,rdul,4,33,104,4,6
4,5,bfs,uldr,4,48,148,4,6
4,5,bfs,ulrd,4,54,169,4,6
4,5,dfs,drlu,24,33,145,25,6
4,5,dfs,drul,24,58,238,25,6
4,5,dfs,ludr,24,387,2737,25,8
4,5,dfs,lurd,24,155,742,25,7
4,5,dfs,rdlu,24,1735,29239,25,27
4,5,dfs,rdul,24,423,4851,25,10
4,5,dfs,uldr,24,387,2737,25,8
4,5,dfs,ulrd,24,155,742,25,8
4,6,astr,hamm,4,5,15,4,5
4,6,astr,manh,4,5,15,4,5
4,6,bd,astrmanhastrmanh,4,6,20,3,6
4,6,bd,bfsrdulbfslurd,4,12,40,2,7
4,6,bfs,drlu,4,51,149,4,6
4,6,bfs,drul,4,51,149,4,6
4,6,bfs,ludr,4,70,213,4,7
4,6,bfs,lurd,4,58,179,4,6
4,6,bfs,rdlu,4,39,115,4,6
4,6,bfs,rdul,4,39,115,4,6
4,6,bfs,uldr,4,70,213,4,6
4,6,bfs,ulrd,4,58,179,4,6
4,6,dfs,drlu,24,622,6965,25,12
4,6,dfs,drul,24,1610,27772,25,26
4,6,dfs,ludr,24,246,1414,25,7
4,6,dfs,lurd,24,305,2202,25,8
4,6,dfs,rdlu,24,350,2621,25,8
4,6,dfs,rdul,24,113,597,25,6
4,6,dfs,uldr,24,339,2387,25,8
4,6,dfs,ulrd,24,212,1229,25,8
4,7,astr,hamm,4,5,14,4,4
4,7,astr,manh,4,5,14,4,5
4,7,bd,astrmanhastrmanh,4,6,19,3,6
4,7,bd,bfsrdulbfslurd,4,14,43,3,7
4,7,bfs,drlu,4,37,115,4,7
4,7,bfs,drul,4,42,132,4,6
4,7,bfs,ludr,4,41,125,4,11
4,7,bfs,lurd,4,39,120,4,6
4,7,bfs,rdlu,4,35,110,4,6
4,7,bfs,rdul,4,40,127,4,6
4,7,bfs,uldr,4,46,142,4,6
4,7,bfs,ulrd,4,44,137,4,6
4,7,dfs,drlu,24,355,2589,25,8
4,7,dfs,drul,24,118,565,25,7
4,7,dfs,ludr,24,246,1416,25,8
4,7,dfs,lurd,24,305,2204,25,8
4,7,dfs,rdlu,24,350,2618,25,9
4,7,dfs,rdul,24,113,594,25,7
4,7,dfs,uldr,24,1773,29358,25,28
4,7,dfs,ulrd,24,456,4999,25,11
4,8,astr,hamm,4,5,15,4,4
4,8,astr,manh,4,5,15,4,5
4,8,bd,astrmanhastrmanh,4,6,20,3,6
4,8,bd,bfsrdulbfslurd,4,16,52,3,7
4,8,bfs,drlu,4,41,120,4,9
4,8,bfs,drul,4,41,120,4,6
4,8,bfs,ludr,4,60,184,4,9
4,8,bfs,lurd,4,68,208,4,6
4,8,bfs,rdlu,4,49,144,4,6
4,8,bfs,rdul,4,49,144,4,6
4,8,bfs,uldr,4,60,184,4,6
4,8,bfs,ulrd,4,68,208,4,6
4,8,dfs,drlu,24,118,609,25,7
4,8,dfs,drul,24,354,2633,25,8
4,8,dfs,ludr,24,217,1241,25,7
4,8,dfs,lurd,24,334,2375,25,8
4,8,dfs,rdlu,24,1605,27760,25,28
4,8,dfs,rdul,24,617,6953,25,11
4,8,dfs,uldr,24,310,2214,25,8
4,8,dfs,ulrd,24,241,1402,25,8
4,9,astr,hamm,4,5,14,4,5
4,9,astr,manh,4,5,14,4,5
4,9,bd,astrmanhastrmanh,4,6,19,3,5
4,9,bd,bfsrdulbfslurd,4,10,31,2,7
4,9,bfs,drlu,4,35,109,4,7
4,9,bfs,drul,4,35,109,4,6
4,9,bfs,ludr,4,56,174,4,22
4,9,bfs,lurd,4,46,143,4,6
4,9,bfs,rdlu,4,25,78,4,6
4,9,bfs,rdul,4,25,78,4,6
4,9,bfs,uldr,4,56,174,4,6
4,9,bfs,ulrd,4,46,143,4,6
4,9,dfs,drlu,24,428,4863,25,10
4,9,dfs,drul,24,1740,29251,25,28
4,9,dfs,ludr,24,160,754,25,7
4,9,dfs,lurd,24,382,2725,25,9
4,9,dfs,rdlu,4,5,14,4,6
4,9,dfs,rdul,4,5,14,4,6
4,9,dfs,uldr,24,160,754,25,7
4,9,dfs,ulrd,24,382,2725,25,8
4,10,astr,hamm,4,5,14,4,4
4,10,astr,manh,4,7,19,4,5
4,10,bd,astrmanhastrmanh,4,8,24,3,5
4,10,bd,bfsrdulbfslurd,4,12,37,2,7
4,10,bfs,drlu,4,42,132,4,7
4,10,bfs,drul,4,37,115,4,6
4,10,bfs,ludr,4,46,142,4,7
4,10,bfs,lurd,4,44,137,4,6
4,10,bfs,rdlu,4,40,127,4,6
4,10,bfs,rdul,4,35,110,4,6
4,10,bfs,uldr,4,41,125,4,7
4,10,bfs,ulrd,4,39,120,4,6
4,10,dfs,drlu,24,118,606,25,7
4,10,dfs,drul,24,354,2630,25,8
4,10,dfs,ludr,24,461,5011,25,10
4,10,dfs,lurd,24,1768,29346,25,31
4,10,dfs,rdlu,24,113,553,25,7
4,10,dfs,rdul,24,350,2577,25,9
4,10,dfs,uldr,24,310,2216,25,8
4,10,dfs,ulrd,24,241,1404,25,7
4,11,astr,hamm,4,6,15,4,5
4,11,astr,manh,4,6,15,4,6
4,11,bd,astrmanhastrmanh,4,8,24,3,5
4,11,bd,bfsrdulbfslurd,4,22,71,3,7
4,11,bfs,drlu,4,27,85,4,6
4,11,bfs,drul,4,27,85,4,6
4,11,bfs,ludr,4,54,167,4,7
4,11,bfs,lurd,4,54,167,4,6
4,11,bfs,rdlu,4,27,85,4,6
4,11,bfs,rdul,4,27,85,4,6
4,11,bfs,uldr,4,54,167,4,6
4,11,bfs,ulrd,4,54,167,4,6
4,11,dfs,drlu,24,32,142,25,7
4,11,dfs,drul,24,57,235,25,6
4,11,dfs,ludr,24,486,5119,25,10
4,11,dfs,lurd,24,1798,29495,25,26
4,11,dfs,rdlu,24,32,130,25,6
4,11,dfs,rdul,24,57,223,25,6
4,11,dfs,uldr,24,1286,21938,25,22
4,11,dfs,ulrd,24,1113,14711,25,17
4,12,astr,hamm,4,5,12,4,4
4,12,astr,manh,4,5,12,4,5
4,12,bd,astrmanhastrmanh,4,6,17,3,6
4,12,bd,bfsrdulbfslurd,4,24,78,3,8
4,12,bfs,drlu,4,22,70,4,6
4,12,bfs,drul,4,30,95,4,6
4,12,bfs,ludr,4,29,93,4,7
4,12,bfs,lurd,4,29,93,4,7
4,12,bfs,rdlu,4,22,70,4,6
4,12,bfs,rdul,4,30,95,4,6
4,12,bfs,uldr,4,37,118,4,6
4,12,bfs,ulrd,4,37,118,4,6
4,12,dfs,drlu,24,32,141,25,6
4,12,dfs,drul,24,57,234,25,6
4,12,dfs,ludr,24,486,5119,25,12
4,12,dfs,lurd,24,1798,29495,25,26
4,12,dfs,rdlu,24,32,129,25,6
4,12,dfs,rdul,24,57,222,25,10
4,12,dfs,uldr,24,7678,308809,25,199
4,12,dfs,ulrd,24,2115,53319,25,40
4,13,astr,hamm,4,5,14,4,5
4,13,astr,manh,4,5,14,4,5
4,13,bd,astrmanhastrmanh,4,6,19,3,5
4,13,bd,bfsrdulbfslurd,4,12,37,2,8
4,13,bfs,drlu,4,25,78,4,6
4,13,bfs,drul,4,25,78,4,6
4,13,bfs,ludr,4,46,143,4,7
4,13,bfs,lurd,4,56,174,4,6
4,13,bfs,rdlu,4,35,109,4,6
4,13,bfs,rdul,4,35,109,4,6
4,13,bfs,uldr,4,46,143,4,6
4,13,bfs,ulrd,4,56,174,4,6
4,13,dfs,drlu,4,5,14,4,6
4,13,dfs,drul,4,5,14,4,6
4,13,dfs,ludr,24,382,2725,25,9
4,13,dfs,lurd,24,160,754,25,7
4,13,dfs,rdlu,24,1740,29251,25,28
4,13,dfs,rdul,24,428,4863,25,10
4,13,dfs,uldr,24,382,2725,25,9
4,13,dfs,ulrd,24,160,754,25,7
4,14,astr,hamm,4,5,15,4,5
4,14,astr,manh,4,5,15,4,5
4,14,bd,astrmanhastrmanh,4,6,20,3,5
4,14,bd,bfsrdulbfslurd,4,12,40,2,7
4,14,bfs,drlu,4,49,144,4,7
4,14,bfs,drul,4,49,144,4,6
4,14,bfs,ludr,4,68,208,4,11
4,14,bfs,lurd,4,60,184,4,6
4,14,bfs,rdlu,4,41,120,4,6
4,14,bfs,rdul,4,41,120,4,7
4,14,bfs,uldr,4,68,208,4,6
4,14,bfs,ulrd,4,60,184,4,6
4,14,dfs,drlu,24,617,6953,25,12
4,14,dfs,drul,24,1605,27760,25,28
4,14,dfs,ludr,24,241,1402,25,8
4,14,dfs,lurd,24,310,2214,25,8
4,14,dfs,rdlu,24,354,2633,25,8
4,14,dfs,rdul,24,118,609,25,7
4,14,dfs,uldr,24,334,2375,25,8
4,14,dfs,ulrd,24,217,1241,25,11
4,15,astr,hamm,4,5,14,4,4
4,15,astr,manh,4,5,14,4,5
4,15,bd,astrmanhastrmanh,4,6,19,3,5
4,15,bd,bfsrdulbfslurd,4,14,43,3,7
4,15,bfs,drlu,4,35,110,4,8
4,15,bfs,drul,4,40,127,4,6
4,15,bfs,ludr,4,39,120,4,8
4,15,bfs,lurd,4,41,125,4,6
4,15,bfs,rdlu,4,37,115,4,7
4,15,bfs,rdul,4,42,132,4,6
4,15,bfs,uldr,4,44,137,4,7
