GenerationDepth,TaskId,Algorithm,Strategy,SolutionLength,StatesVisited,StatesProcessed,MaxTreeLevel,DurationInMiliseconds
7,118,dfs,uldr,25,2547,68700,25,50
7,118,dfs,ulrd,25,2029,42912,25,36
7,119,astr,hamm,7,8,23,7,5
7,119,astr,manh,15,24,71,15,5
7,119,bd,astrmanhastrmanh,15,42,127,13,6
7,119,bd,bfsrdulbfslurd,7,48,160,4,7
7,119,bfs,drlu,7,384,1188,7,7
7,119,bfs,drul,7,384,1188,7,7
7,119,bfs,ludr,7,241,738,7,8
7,119,bfs,lurd,7,233,714,7,6
7,119,bfs,rdlu,7,377,1168,7,7
7,119,bfs,rdul,7,377,1168,7,7
7,119,bfs,uldr,7,241,738,7,6
7,119,bfs,ulrd,7,233,714,7,7
7,119,dfs,drlu,25,974,16318,25,19
7,119,dfs,drul,25,3710,95259,25,69
7,119,dfs,ludr,25,114,470,25,7
7,119,dfs,lurd,25,150,722,25,7
7,119,dfs,rdlu,25,963,16135,25,17
7,119,dfs,rdul,25,3699,95076,25,67
7,119,dfs,uldr,25,114,470,25,7
7,119,dfs,ulrd,25,150,722,25,7
7,120,astr,hamm,7,8,25,7,5
7,120,astr,manh,13,17,53,13,5
7,120,bd,astrmanhastrmanh,13,28,88,11,6
7,120,bd,bfsrdulbfslurd,7,48,158,4,8
7,120,bfs,drlu,7,323,1004,7,7
7,120,bfs,drul,7,323,1004,7,7
7,120,bfs,ludr,7,355,1097,7,10
7,120,bfs,lurd,7,470,1469,7,7
7,120,bfs,rdlu,7,442,1389,7,7
7,120,bfs,rdul,7,442,1389,7,7
7,120,bfs,uldr,7,355,1097,7,7
7,120,bfs,ulrd,7,470,1469,7,7
7,120,dfs,drlu,25,917,15968,25,17
7,120,dfs,drul,25,3654,94775,25,75
7,120,dfs,ludr,25,270,1965,25,8
7,120,dfs,lurd,25,763,8477,25,13
7,120,dfs,rdlu,25,14194,948907,25,574
7,120,dfs,rdul,25,6082,248007,25,162
7,120,dfs,uldr,25,270,1831,25,7
7,120,dfs,ulrd,25,763,8343,25,16
7,121,astr,hamm,7,8,24,7,5
7,121,astr,manh,13,21,63,13,6
7,121,bd,astrmanhastrmanh,13,36,109,11,6
7,121,bd,bfsrdulbfslurd,7,48,160,4,8
7,121,bfs,drlu,7,347,1074,7,7
7,121,bfs,drul,7,347,1074,7,7
7,121,bfs,ludr,7,265,814,7,12
7,121,bfs,lurd,7,270,828,7,7
7,121,bfs,rdlu,7,352,1088,7,7
7,121,bfs,rdul,7,352,1088,7,7
7,121,bfs,uldr,7,265,814,7,6
7,121,bfs,ulrd,7,270,828,7,7
7,121,dfs,drlu,25,917,15967,25,18
7,121,dfs,drul,25,3654,94774,25,73
7,121,dfs,ludr,25,270,1965,25,9
7,121,dfs,lurd,25,763,8477,25,13
7,121,dfs,rdlu,25,925,15648,25,17
7,121,dfs,rdul,25,3662,94455,25,65
7,121,dfs,uldr,25,270,1831,25,8
7,121,dfs,ulrd,25,763,8343,25,13
7,122,astr,hamm,21,1332,4219,171,14
7,122,astr,manh,11,15,47,11,5
7,122,bd,astrmanhastrmanh,11,24,75,9,5
7,122,bd,bfsrdulbfslurd,7,48,154,4,9
7,122,bfs,drlu,7,423,1336,7,7
7,122,bfs,drul,7,408,1287,7,7
7,122,bfs,ludr,7,546,1723,7,10
7,122,bfs,lurd,7,620,1947,7,7
7,122,bfs,rdlu,7,496,1558,7,7
7,122,bfs,rdul,7,481,1509,7,7
7,122,bfs,uldr,7,531,1674,7,7
7,122,bfs,ulrd,7,605,1898,7,7
7,122,dfs,drlu,25,422,3770,25,9
7,122,dfs,drul,25,483,4339,25,10
7,122,dfs,ludr,25,1853,38975,25,33
7,122,dfs,lurd,25,2741,71385,25,55
7,122,dfs,rdlu,25,3311,88096,25,64
7,122,dfs,rdul,25,1132,19907,25,21
7,122,dfs,uldr,25,3364,89887,25,65
7,122,dfs,ulrd,25,1311,22491,25,22
7,123,astr,hamm,11,12,38,11,4
7,123,astr,manh,11,15,46,11,5
7,123,bd,astrmanhastrmanh,11,24,74,9,5
7,123,bd,bfsrdulbfslurd,7,48,158,4,7
7,123,bfs,drlu,7,371,1151,7,7
7,123,bfs,drul,7,498,1553,7,10
7,123,bfs,ludr,7,291,910,7,8
7,123,bfs,lurd,7,296,924,7,7
7,123,bfs,rdlu,7,376,1165,7,7
7,123,bfs,rdul,7,503,1567,7,7
7,123,bfs,uldr,7,417,1308,7,7
7,123,bfs,ulrd,7,422,1322,7,9
7,123,dfs,drlu,25,617,6916,25,12
7,123,dfs,drul,25,480,4333,25,9
7,123,dfs,ludr,25,270,1969,25,8
7,123,dfs,lurd,25,763,8481,25,13
7,123,dfs,rdlu,25,624,6867,25,12
7,123,dfs,rdul,25,488,4284,25,9
7,123,dfs,uldr,25,15329,997223,25,610
7,123,dfs,ulrd,25,4268,170407,25,114
7,124,astr,hamm,9,10,31,9,4
7,124,astr,manh,9,13,39,9,5
7,124,bd,astrmanhastrmanh,9,20,62,7,6
7,124,bd,bfsrdulbfslurd,7,48,158,4,7
7,124,bfs,drlu,7,459,1427,7,9
7,124,bfs,drul,7,410,1277,7,7
7,124,bfs,ludr,7,381,1193,7,9
7,124,bfs,lurd,7,386,1207,7,7
7,124,bfs,rdlu,7,464,1441,7,7
7,124,bfs,rdul,7,415,1291,7,7
7,124,bfs,uldr,7,330,1035,7,7
7,124,bfs,ulrd,7,335,1049,7,7
7,124,dfs,drlu,25,422,3767,25,9
7,124,dfs,drul,25,483,4336,25,10
7,124,dfs,ludr,25,4213,169890,25,115
7,124,dfs,lurd,25,15290,996608,25,604
7,124,dfs,rdlu,25,430,3718,25,9
7,124,dfs,rdul,25,485,4281,25,10
7,124,dfs,uldr,25,3364,89889,25,65
7,124,dfs,ulrd,25,1311,22493,25,22
7,125,astr,hamm,7,8,24,7,5
7,125,astr,manh,13,20,60,13,5
7,125,bd,astrmanhastrmanh,13,34,103,11,6
7,125,bd,bfsrdulbfslurd,7,48,160,4,7
7,125,bfs,drlu,7,285,876,7,7
7,125,bfs,drul,7,271,830,7,6
7,125,bfs,ludr,7,341,1058,7,7
7,125,bfs,lurd,7,346,1072,7,7
7,125,bfs,rdlu,7,290,890,7,7
7,125,bfs,rdul,7,276,844,7,7
7,125,bfs,uldr,7,329,1020,7,10
7,125,bfs,ulrd,7,334,1034,7,7
7,125,dfs,drlu,25,300,2193,25,8
7,125,dfs,drul,25,765,8620,25,14
7,125,dfs,ludr,25,907,15739,25,19
7,125,dfs,lurd,25,3652,94631,25,72
7,125,dfs,rdlu,25,308,2144,25,8
7,125,dfs,rdul,25,773,8571,25,14
7,125,dfs,uldr,25,890,15335,25,17
7,125,dfs,ulrd,25,3639,94227,25,65
7,126,astr,hamm,95,1860,5914,220,22
7,126,astr,manh,13,19,58,13,5
7,126,bd,astrmanhastrmanh,13,32,99,11,6
7,126,bd,bfsrdulbfslurd,7,48,158,4,8
7,126,bfs,drlu,7,375,1159,7,7
7,126,bfs,drul,7,471,1471,7,7
7,126,bfs,ludr,7,317,988,7,12
7,126,bfs,lurd,7,322,1002,7,7
7,126,bfs,rdlu,7,380,1173,7,7
7,126,bfs,rdul,7,476,1485,7,7
7,126,bfs,uldr,7,416,1310,7,7
7,126,bfs,ulrd,7,421,1324,7,7
7,126,dfs,drlu,25,300,2193,25,11
7,126,dfs,drul,25,765,8620,25,13
7,126,dfs,ludr,25,907,15740,25,18
7,126,dfs,lurd,25,3652,94632,25,69
7,126,dfs,rdlu,25,308,2144,25,8
7,126,dfs,rdul,25,773,8571,25,13
7,126,dfs,uldr,25,14159,948594,25,587
7,126,dfs,ulrd,25,6054,247779,25,158
7,127,astr,hamm,7,8,22,7,4
7,127,astr,manh,7,8,22,7,5
7,127,bd,astrmanhastrmanh,7,12,36,6,6
7,127,bd,bfsrdulbfslurd,7,50,165,4,8
7,127,bfs,drlu,7,469,1476,7,7
7,127,bfs,drul,7,469,1476,7,7
7,127,bfs,ludr,7,524,1639,7,8
7,127,bfs,lurd,7,326,1003,7,7
7,127,bfs,rdlu,7,269,834,7,7
7,127,bfs,rdul,7,269,834,7,6
7,127,bfs,uldr,7,524,1639,7,7
7,127,bfs,ulrd,7,326,1003,7,7
7,127,dfs,drlu,25,6116,248382,25,160
7,127,dfs,drul,25,14231,949174,25,580
7,127,dfs,ludr,25,843,9077,25,14
7,127,dfs,lurd,25,227,1561,25,8
7,127,dfs,rdlu,25,176,857,25,7
7,127,dfs,rdul,25,53,234,25,7
7,127,dfs,uldr,25,843,9103,25,13
7,127,dfs,ulrd,25,227,1587,25,7
7,128,astr,hamm,285,2227,6901,364,27
7,128,astr,manh,77,334,985,77,6
7,128,bd,astrmanhastrmanh,77,648,1928,75,8
7,128,bd,bfsrdulbfslurd,7,52,167,4,9
7,128,bfs,drlu,7,642,2022,7,8
7,128,bfs,drul,7,525,1652,7,8
7,128,bfs,ludr,7,502,1581,7,9
7,128,bfs,lurd,7,504,1586,7,7
7,128,bfs,rdlu,7,644,2027,7,8
7,128,bfs,rdul,7,527,1657,7,8
7,128,bfs,uldr,7,384,1207,7,7
7,128,bfs,ulrd,7,386,1212,7,7
7,128,dfs,drlu,25,2253,47114,25,38
7,128,dfs,drul,25,1746,37501,25,32
7,128,dfs,ludr,25,2064,43998,25,39
7,128,dfs,lurd,25,2578,68918,25,51
7,128,dfs,rdlu,25,3524,91329,25,64
7,128,dfs,rdul,25,1199,20326,25,23
7,128,dfs,uldr,25,843,9105,25,13
7,128,dfs,ulrd,25,227,1589,25,8
7,129,astr,hamm,19,56,172,26,5
7,129,astr,manh,7,9,27,7,5
7,129,bd,astrmanhastrmanh,7,14,44,6,6
7,129,bd,bfsrdulbfslurd,7,52,167,4,7
7,129,bfs,drlu,7,373,1178,7,7
7,129,bfs,drul,7,378,1195,7,7
7,129,bfs,ludr,7,614,1932,7,11
7,129,bfs,lurd,7,650,2040,7,7
7,129,bfs,rdlu,7,409,1285,7,7
7,129,bfs,rdul,7,414,1302,7,7
7,129,bfs,uldr,7,619,1949,7,8
7,129,bfs,ulrd,7,655,2057,7,8
7,129,dfs,drlu,25,352,3126,25,9
7,129,dfs,drul,25,551,6087,25,12
7,129,dfs,ludr,25,2213,46188,25,37
7,129,dfs,lurd,25,2782,72781,25,54
7,129,dfs,rdlu,25,657,7081,25,11
7,129,dfs,rdul,25,387,3244,25,9
7,129,dfs,uldr,25,3488,90900,25,69
7,129,dfs,ulrd,25,1381,23133,25,23
7,130,astr,hamm,53,186,592,53,5
7,130,astr,manh,7,9,27,7,5
7,130,bd,astrmanhastrmanh,7,14,44,6,6
7,130,bd,bfsrdulbfslurd,7,52,167,4,8
7,130,bfs,drlu,7,440,1383,7,7
7,130,bfs,drul,7,445,1400,7,7
7,130,bfs,ludr,7,682,2140,7,12
7,130,bfs,lurd,7,582,1832,7,7
7,130,bfs,rdlu,7,342,1080,7,7
7,130,bfs,rdul,7,347,1097,7,7
7,130,bfs,uldr,7,687,2157,7,8
7,130,bfs,ulrd,7,587,1849,7,9
7,130,dfs,drlu,25,1075,18746,25,21
7,130,dfs,drul,25,3245,87313,25,65
7,130,dfs,ludr,25,1420,23741,25,23
7,130,dfs,lurd,25,3438,90668,25,67
7,130,dfs,rdlu,25,175,859,25,7
7,130,dfs,rdul,25,53,236,25,6
7,130,dfs,uldr,25,2834,73013,25,54
7,130,dfs,ulrd,25,2176,45580,25,37
7,131,astr,hamm,51,184,584,51,6
7,131,astr,manh,55,77,234,55,5
7,131,bd,astrmanhastrmanh,43,110,332,44,6
7,131,bd,bfsrdulbfslurd,7,52,171,4,8
7,131,bfs,drlu,7,410,1273,7,7
7,131,bfs,drul,7,325,1007,7,7
7,131,bfs,ludr,7,467,1464,7,11
7,131,bfs,lurd,7,468,1466,7,7
7,131,bfs,rdlu,7,412,1278,7,7
7,131,bfs,rdul,7,327,1012,7,7
7,131,bfs,uldr,7,384,1205,7,7
7,131,bfs,ulrd,7,385,1207,7,7
7,131,dfs,drlu,25,352,3123,25,9
7,131,dfs,drul,25,551,6084,25,11
7,131,dfs,ludr,25,4330,171657,25,115
7,131,dfs,lurd,25,15401,998004,25,600
7,131,dfs,rdlu,25,355,2703,25,9
7,131,dfs,rdul,25,554,5664,25,10
7,131,dfs,uldr,25,3488,90902,25,65
7,131,dfs,ulrd,25,1381,23135,25,22
7,132,astr,hamm,7,8,22,7,5
7,132,astr,manh,7,8,22,7,4
7,132,bd,astrmanhastrmanh,7,12,36,6,6
7,132,bd,bfsrdulbfslurd,7,50,164,4,8
7,132,bfs,drlu,7,288,890,7,8
7,132,bfs,drul,7,262,814,7,7
7,132,bfs,ludr,7,529,1654,7,8
7,132,bfs,lurd,7,531,1659,7,9
7,132,bfs,rdlu,7,290,895,7,6
7,132,bfs,rdul,7,264,819,7,7
7,132,bfs,uldr,7,504,1581,7,7
7,132,bfs,ulrd,7,506,1586,7,7
7,132,dfs,drlu,25,172,841,25,7
7,132,dfs,drul,25,50,218,25,6
7,132,dfs,ludr,25,4423,172529,25,120
7,132,dfs,lurd,25,15493,999311,25,615
7,132,dfs,rdlu,25,175,856,25,7
7,132,dfs,rdul,25,53,233,25,6
7,132,dfs,uldr,25,14279,949879,25,587
7,132,dfs,ulrd,25,6169,249128,25,159
7,133,astr,hamm,7,8,23,7,5
7,133,astr,manh,51,252,749,51,6
7,133,bd,astrmanhastrmanh,51,490,1467,51,7
7,133,bd,bfsrdulbfslurd,7,46,151,4,7
7,133,bfs,drlu,7,488,1531,7,7
7,133,bfs,drul,7,488,1531,7,7
7,133,bfs,ludr,7,272,845,7,9
7,133,bfs,lurd,7,306,945,7,6
7,133,bfs,rdlu,7,522,1631,7,7
7,133,bfs,rdul,7,522,1631,7,7
7,133,bfs,uldr,7,272,845,7,6
7,133,bfs,ulrd,7,306,945,7,7
7,133,dfs,drlu,25,4362,172290,25,119
7,133,dfs,drul,25,15430,999057,25,602
7,133,dfs,ludr,25,147,719,25,7
7,133,dfs,lurd,25,117,473,25,6
7,133,dfs,rdlu,25,14300,950017,25,582
7,133,dfs,rdul,25,6188,249251,25,156
7,133,dfs,uldr,25,147,719,25,8
7,133,dfs,ulrd,25,117,473,25,7
7,134,astr,hamm,7,8,23,7,4
7,134,astr,manh,7,8,23,7,5
7,134,bd,astrmanhastrmanh,7,12,37,6,6
7,134,bd,bfsrdulbfslurd,7,44,146,4,7
7,134,bfs,drlu,7,375,1163,7,7
7,134,bfs,drul,7,375,1163,7,7
7,134,bfs,ludr,7,231,709,7,7
7,134,bfs,lurd,7,243,743,7,7
7,134,bfs,rdlu,7,386,1193,7,7
7,134,bfs,rdul,7,386,1193,7,13
7,134,bfs,uldr,7,231,709,7,6
7,134,bfs,ulrd,7,243,743,7,7
7,134,dfs,drlu,25,3696,95073,25,66
7,134,dfs,drul,25,960,16132,25,18
7,134,dfs,ludr,25,147,719,25,7
7,134,dfs,lurd,25,117,473,25,6
7,134,dfs,rdlu,25,3713,95262,25,70
7,134,dfs,rdul,25,977,16321,25,19
7,134,dfs,uldr,25,147,719,25,7
7,134,dfs,ulrd,25,117,473,25,7
7,135,astr,hamm,7,8,25,7,5
7,135,astr,manh,13,28,82,13,5
7,135,bd,astrmanhastrmanh,13,50,150,12,6
7,135,bd,bfsrdulbfslurd,7,52,167,4,7
7,135,bfs,drlu,7,661,2077,7,8
7,135,bfs,drul,7,544,1707,7,7
7,135,bfs,ludr,7,475,1503,7,15
7,135,bfs,lurd,7,485,1531,7,7
7,135,bfs,rdlu,7,671,2105,7,7
7,135,bfs,rdul,7,555,1737,7,7
7,135,bfs,uldr,7,356,1127,7,7
7,135,bfs,ulrd,7,367,1157,7,7
7,135,dfs,drlu,25,2280,47357,25,39
7,135,dfs,drul,25,1774,37718,25,31
7,135,dfs,ludr,25,2026,42909,25,37
7,135,dfs,lurd,25,2550,68703,25,53
7,135,dfs,rdlu,25,3561,92446,25,67
7,135,dfs,rdul,25,1237,21417,25,23
7,135,dfs,uldr,25,147,721,25,7
7,135,dfs,ulrd,25,117,475,25,7
7,136,astr,hamm,7,8,23,7,4
7,136,astr,manh,17,36,103,17,6
7,136,bd,astrmanhastrmanh,17,66,195,15,6
7,136,bd,bfsrdulbfslurd,7,104,332,5,7
7,136,bfs,drlu,7,510,1597,7,7
7,136,bfs,drul,7,510,1597,7,7
7,136,bfs,ludr,7,294,911,7,9
7,136,bfs,lurd,7,284,879,7,7
7,136,bfs,rdlu,7,500,1565,7,7
7,136,bfs,rdul,7,500,1565,7,7
7,136,bfs,uldr,7,294,911,7,7
7,136,bfs,ulrd,7,284,879,7,7
7,136,dfs,drlu,25,6174,249196,25,160
7,136,dfs,drul,25,14286,949962,25,584
7,136,dfs,ludr,25,99,418,25,6
7,136,dfs,lurd,25,165,774,25,7
7,136,dfs,rdlu,25,15448,999112,25,671
7,136,dfs,rdul,25,4380,172345,25,114
7,136,dfs,uldr,25,99,418,25,7
7,136,dfs,ulrd,25,165,774,25,7
7,137,astr,hamm,269,1663,5226,317,21
7,137,astr,manh,11,41,119,13,5
7,137,bd,astrmanhastrmanh,11,74,218,13,6
7,137,bd,bfsrdulbfslurd,7,66,209,4,8
7,137,bfs,drlu,7,544,1707,7,7
7,137,bfs,drul,7,661,2077,7,8
7,137,bfs,ludr,7,355,1123,7,9
7,137,bfs,lurd,7,367,1157,7,7
7,137,bfs,rdlu,7,556,1741,7,7
7,137,bfs,rdul,7,673,2111,7,7
7,137,bfs,uldr,7,473,1497,7,7
7,137,bfs,ulrd,7,485,1531,7,8
7,137,dfs,drlu,25,1220,21362,25,21
7,137,dfs,drul,25,3546,92391,25,66
7,137,dfs,ludr,25,99,420,25,7
7,137,dfs,lurd,25,165,776,25,7
7,137,dfs,rdlu,25,2651,70743,25,54
7,137,dfs,rdul,25,2298,47412,25,38
7,137,dfs,uldr,25,2532,68648,25,52
7,137,dfs,ulrd,25,2039,42964,25,36
7,138,astr,hamm,7,8,23,7,6
7,138,astr,manh,13,47,135,15,5
7,138,bd,astrmanhastrmanh,13,86,252,15,6
7,138,bd,bfsrdulbfslurd,7,44,146,4,7
7,138,bfs,drlu,7,375,1163,7,7
7,138,bfs,drul,7,375,1163,7,7
7,138,bfs,ludr,7,231,709,7,7
7,138,bfs,lurd,7,243,743,7,7
7,138,bfs,rdlu,7,387,1197,7,7
7,138,bfs,rdul,7,387,1197,7,7
7,138,bfs,uldr,7,231,709,7,6
7,138,bfs,ulrd,7,243,743,7,13
7,138,dfs,drlu,25,960,16266,25,19
7,138,dfs,drul,25,3696,95207,25,68
7,138,dfs,ludr,25,99,418,25,7
7,138,dfs,lurd,25,165,774,25,7
7,138,dfs,rdlu,25,978,16187,25,18
7,138,dfs,rdul,25,3714,95128,25,67
7,138,dfs,uldr,25,99,418,25,13
7,138,dfs,ulrd,25,165,774,25,7
7,139,astr,hamm,7,8,25,7,11
7,139,astr,manh,7,11,33,7,5
7,139,bd,astrmanhastrmanh,7,18,57,6,5
7,139,bd,bfsrdulbfslurd,7,44,144,4,8
7,139,bfs,drlu,7,440,1384,7,7
7,139,bfs,drul,7,440,1384,7,7
7,139,bfs,ludr,7,468,1464,7,8
7,139,bfs,lurd,7,357,1102,7,7
7,139,bfs,rdlu,7,325,1009,7,7
7,139,bfs,rdul,7,325,1009,7,7
7,139,bfs,uldr,7,468,1464,7,7
7,139,bfs,ulrd,7,357,1102,7,7
7,139,dfs,drlu,25,6079,248004,25,155
7,139,dfs,drul,25,14191,948904,25,575
7,139,dfs,ludr,25,760,8340,25,13
7,139,dfs,lurd,25,273,1834,25,7
7,139,dfs,rdlu,25,3657,94778,25,69
7,139,dfs,rdul,25,920,15971,25,17
7,139,dfs,uldr,25,760,8474,25,15
7,139,dfs,ulrd,25,273,1968,25,8
7,140,astr,hamm,7,8,24,7,5
7,140,astr,manh,7,11,32,7,5
7,140,bd,astrmanhastrmanh,7,18,56,6,5
7,140,bd,bfsrdulbfslurd,7,44,146,4,8
7,140,bfs,drlu,7,350,1083,7,12
7,140,bfs,drul,7,350,1083,7,8
7,140,bfs,ludr,7,268,823,7,7
7,140,bfs,lurd,7,267,819,7,7
7,140,bfs,rdlu,7,349,1079,7,7
7,140,bfs,rdul,7,349,1079,7,7
7,140,bfs,uldr,7,268,823,7,7
7,140,bfs,ulrd,7,267,819,7,7
7,140,dfs,drlu,25,3659,94452,25,67
7,140,dfs,drul,25,922,15645,25,17
7,140,dfs,ludr,25,760,8340,25,13
7,140,dfs,lurd,25,273,1834,25,8
7,140,dfs,rdlu,25,3657,94777,25,70
7,140,dfs,rdul,25,920,15970,25,18
7,140,dfs,uldr,25,760,8474,25,13
7,140,dfs,ulrd,25,273,1968,25,8
7,141,astr,hamm,7,8,24,7,5
7,141,astr,manh,7,8,24,7,7
7,141,bd,astrmanhastrmanh,7,12,38,6,5
7,141,bd,bfsrdulbfslurd,7,44,146,4,8
7,141,bfs,drlu,7,274,839,7,7
7,141,bfs,drul,7,288,885,7,7
7,141,bfs,ludr,7,332,1029,7,8
7,141,bfs,lurd,7,331,1025,7,7
7,141,bfs,rdlu,7,273,835,7,7
7,141,bfs,rdul,7,287,881,7,6
7,141,bfs,uldr,7,344,1067,7,7
7,141,bfs,ulrd,7,343,1063,7,7
7,141,dfs,drlu,25,770,8568,25,13
7,141,dfs,drul,25,305,2141,25,8
7,141,dfs,ludr,25,3636,94224,25,67
7,141,dfs,lurd,25,893,15338,25,17
7,141,dfs,rdlu,25,768,8623,25,13
7,141,dfs,rdul,25,303,2196,25,8
7,141,dfs,uldr,25,3649,94628,25,68
7,141,dfs,ulrd,25,910,15742,25,19
7,142,astr,hamm,7,9,27,7,5
7,142,astr,manh,7,9,27,7,4
7,142,bd,astrmanhastrmanh,7,14,44,6,5
7,142,bd,bfsrdulbfslurd,7,44,144,4,8
7,142,bfs,drlu,7,474,1480,7,7
7,142,bfs,drul,7,378,1168,7,7
7,142,bfs,ludr,7,419,1319,7,8
7,142,bfs,lurd,7,418,1315,7,7
7,142,bfs,rdlu,7,473,1476,7,7
7,142,bfs,rdul,7,377,1164,7,7
7,142,bfs,uldr,7,320,997,7,7
7,142,bfs,ulrd,7,319,993,7,7
7,142,dfs,drlu,25,770,8568,25,14
7,142,dfs,drul,25,305,2141,25,8
7,142,dfs,ludr,25,6051,247776,25,161
7,142,dfs,lurd,25,14162,948597,25,601
7,142,dfs,rdlu,25,768,8623,25,13
7,142,dfs,rdul,25,303,2196,25,8
7,142,dfs,uldr,25,3649,94629,25,71
7,142,dfs,ulrd,25,910,15743,25,17
7,143,astr,hamm,19,1330,4211,169,13
7,143,astr,manh,11,18,55,11,5
7,143,bd,astrmanhastrmanh,11,30,93,10,6
7,143,bd,bfsrdulbfslurd,7,44,141,4,7
7,143,bfs,drlu,7,479,1504,7,7
7,143,bfs,drul,7,494,1553,7,7
7,143,bfs,ludr,7,603,1893,7,9
7,143,bfs,lurd,7,533,1679,7,7
7,143,bfs,rdlu,7,410,1292,7,7
7,143,bfs,rdul,7,425,1341,7,7
7,143,bfs,uldr,7,618,1942,7,7
7,143,bfs,ulrd,7,548,1728,7,7
7,143,dfs,drlu,25,1129,19904,25,23
7,143,dfs,drul,25,3308,88093,25,65
7,143,dfs,ludr,25,1308,22488,25,23
7,143,dfs,lurd,25,3367,89890,25,63
7,143,dfs,rdlu,25,676,7488,25,12
7,143,dfs,rdul,25,425,3773,25,14
7,143,dfs,uldr,25,2738,71382,25,52
7,143,dfs,ulrd,25,1856,38978,25,38
7,144,astr,hamm,19,1330,4210,169,16
7,144,astr,manh,11,18,54,11,5
7,144,bd,astrmanhastrmanh,11,30,92,10,6
7,144,bd,bfsrdulbfslurd,7,44,144,4,7
7,144,bfs,drlu,7,413,1286,7,7
7,144,bfs,drul,7,462,1436,7,7
7,144,bfs,ludr,7,333,1044,7,10
7,144,bfs,lurd,7,332,1040,7,7
7,144,bfs,rdlu,7,412,1282,7,7
7,144,bfs,rdul,7,461,1432,7,10
7,144,bfs,uldr,7,384,1202,7,7
7,144,bfs,ulrd,7,383,1198,7,7
7,144,dfs,drlu,25,679,7430,25,14
7,144,dfs,drul,25,427,3715,25,9
7,144,dfs,ludr,25,1308,22490,25,22
7,144,dfs,lurd,25,3367,89892,25,65
7,144,dfs,rdlu,25,676,7485,25,13
7,144,dfs,rdul,25,425,3770,25,9
7,144,dfs,uldr,25,15287,996605,25,601
7,144,dfs,ulrd,25,4216,169893,25,113
7,145,astr,hamm,17,1328,4203,167,13
7,145,astr,manh,9,16,47,9,5
7,145,bd,astrmanhastrmanh,9,26,78,8,6
7,145,bd,bfsrdulbfslurd,7,44,145,4,7
7,145,bfs,drlu,7,501,1562,7,7
7,145,bfs,drul,7,374,1160,7,7
7,145,bfs,ludr,7,420,1317,7,7
7,145,bfs,lurd,7,419,1313,7,7
7,145,bfs,rdlu,7,500,1558,7,7
7,145,bfs,rdul,7,373,1156,7,7
7,145,bfs,uldr,7,294,919,7,7
7,145,bfs,ulrd,7,293,915,7,7
7,145,dfs,drlu,25,485,4281,25,10
7,145,dfs,drul,25,430,3718,25,9
7,145,dfs,ludr,25,4265,170404,25,115
7,145,dfs,lurd,25,15332,997226,25,616
7,145,dfs,rdlu,25,483,4336,25,10
7,145,dfs,rdul,25,422,3767,25,9
7,145,dfs,uldr,25,760,8478,25,13
7,145,dfs,ulrd,25,273,1972,25,8
7,146,astr,hamm,7,8,22,7,4
7,146,astr,manh,17,36,102,17,5
7,146,bd,astrmanhastrmanh,17,66,194,15,6
7,146,bd,bfsrdulbfslurd,7,46,152,4,9
7,146,bfs,drlu,7,493,1548,7,8
7,146,bfs,drul,7,493,1548,7,7
7,146,bfs,ludr,7,276,856,7,8
7,146,bfs,lurd,7,301,928,7,6
7,146,bfs,rdlu,7,517,1617,7,7
7,146,bfs,rdul,7,517,1617,7,7
7,146,bfs,uldr,7,276,856,7,7
7,146,bfs,ulrd,7,301,928,7,7
7,146,dfs,drlu,25,6151,249087,25,161
7,146,dfs,drul,25,14264,949853,25,566
7,146,dfs,ludr,25,70,268,25,6
7,146,dfs,lurd,25,190,882,25,7
7,146,dfs,rdlu,25,15473,999261,25,645
7,146,dfs,rdul,25,4406,172494,25,120
7,146,dfs,uldr,25,70,268,25,6
7,146,dfs,ulrd,25,190,882,25,7
7,147,astr,hamm,7,8,24,7,5
7,147,astr,manh,15,25,76,15,5
7,147,bd,astrmanhastrmanh,15,44,134,13,6
7,147,bd,bfsrdulbfslurd,7,42,139,4,8
7,147,bfs,drlu,7,373,1172,7,8
7,147,bfs,drul,7,373,1172,7,7
7,147,bfs,ludr,7,339,1049,7,13
7,147,bfs,lurd,7,423,1311,7,7
7,147,bfs,rdlu,7,455,1427,7,7
7,147,bfs,rdul,7,455,1427,7,7
7,147,bfs,uldr,7,339,1049,7,7
7,147,bfs,ulrd,7,423,1311,7,7
7,147,dfs,drlu,25,1366,23094,25,23
7,147,dfs,drul,25,3473,90876,25,63
7,147,dfs,ludr,25,571,5699,25,10
7,147,dfs,lurd,25,370,2729,25,8
7,147,dfs,rdlu,25,15383,997954,25,611
7,147,dfs,rdul,25,4314,171622,25,111
7,147,dfs,uldr,25,571,6134,25,11
7,147,dfs,ulrd,25,370,3164,25,9
7,148,astr,hamm,7,8,25,7,5
7,148,astr,manh,7,11,33,7,5
7,148,bd,astrmanhastrmanh,7,18,57,6,5
7,148,bd,bfsrdulbfslurd,7,66,210,4,8
7,148,bfs,drlu,7,575,1814,7,7
7,148,bfs,drul,7,676,2124,7,8
7,148,bfs,ludr,7,359,1134,7,9
7,148,bfs,lurd,7,353,1113,7,7
7,148,bfs,rdlu,7,569,1793,7,7
7,148,bfs,rdul,7,670,2103,7,8
7,148,bfs,uldr,7,459,1442,7,7
